"Player_Name","player_team","Games","PositionType","kicks","handballs","disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","contested_possessions","uncontested_possessions","brownlow_votes","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","intercept_marks","pressure_acts","ruck_contests","score_launches","spoils"
"Jayden Hunt","Melbourne",55,"Defender",8.85,4.85,13.71,69.24,0.69,0.35,0,2.47,1.47,2.87,0.69,2.6,0.51,0.89,4.53,9.16,0,0.33,0.65,2.07,0.93,0.53,82.13,0.27,0.44,3.84,306.11,3.42,2.78,0.38,0.36,0.82,0.6,0.13,5.96,5.75,0.67,3.45,0,0.45,12.38,0,0.8,1.6
"Ed Langdon","Melbourne",70,"Midfield",13.04,8.96,22,72.27,0.39,0.46,0,2.06,2.4,3.21,1.49,2.59,0.43,0.61,6.01,15.73,0.03,0.27,0.46,0.71,0.33,0.33,85.27,0.2,1.29,4.16,369.23,4.3,3.31,0.3,0.07,0.17,0.27,0.03,6.66,8.11,0.73,4.9,0,0.47,13.83,0,0.69,0.41
"Jake Melksham","Melbourne",71,"Forward",9.76,4.37,14.13,64.54,1.17,0.73,0,1.97,0.55,3.48,1.17,2.83,0.69,1.04,4.99,9.25,0.06,0.44,1.15,1.42,0.3,0.92,81.76,0.45,0.72,5.42,281.55,3.72,1.39,0.69,0.08,0.15,1.75,0.52,3.82,5.86,1.14,3.18,0,0.2,12.01,0.06,0.66,0.62
"Christian Salem","Melbourne",76,"Defender",14.12,7.2,21.32,74.64,0.17,0.12,0,3.14,4.14,1.97,1.12,2.59,0.67,0.72,5.88,13.33,0.07,0.25,0.08,1.7,0.36,0.24,83.32,0.39,0.71,3.88,356.59,3.78,4.51,0.16,0.22,0.83,0.16,0.05,8.5,10.21,0.25,4.62,0,0.71,13.57,0,1.24,1.08
"Charlie Spargo","Melbourne",34,"Forward",6.06,4.94,11,73.09,0.71,0.32,0,2.47,0.35,1.74,0.47,1.91,0.71,0.79,3.79,7.32,0,0.03,0.76,0.59,0.09,0.59,74.59,0.15,0.32,4.24,150.44,2.12,1.09,0.88,0,0.06,0.53,0.09,3.18,4.09,1.12,2.79,0,0.03,13.85,0,0.44,0.26
"Sam Weideman","Melbourne",41,"Forward",4.88,4.49,9.37,66.54,1.05,0.61,1.17,1.41,0.1,1.24,0.37,1.46,0.68,0.61,4.41,4.95,0,1.32,1.44,1.41,0,0.39,83.83,0.12,0.22,3.76,121.8,2.02,0.54,0.54,0,0.02,2,0.49,1.71,3.07,0.78,2.29,0.34,0.05,7.2,5.54,0.24,1.29
"Mitch Brown","Melbourne",39,"Forward",8.95,4.74,13.69,77.13,1.05,0.59,0.18,1.26,0.9,1.85,0.15,1.74,0.64,0.92,4.26,9.38,0.03,0.67,1.03,2.15,0.05,0.31,91.44,0.03,0.13,4.33,207.15,2.77,1.95,0.62,0.18,0.72,2.56,0.33,1.92,6.72,1.15,2.92,0,0.49,6.49,1.13,0.44,1.95
"Adam Tomlinson","Melbourne",86,"Defender",10.02,5.28,15.3,74.08,0.2,0.09,1.08,2.19,1.94,2.16,1.33,2.43,0.41,0.81,5.07,10.47,0,0.29,0.16,2.55,0.1,0.21,89.03,0.28,1.05,3.12,263.87,3.09,3.21,0.24,0.28,1.02,0.4,0.13,6.06,7.05,0.3,3.71,0.22,0.78,10.19,6.35,0.85,2.09
"Jack Viney","Melbourne",65,"Midfield",9.45,12.43,21.88,69.2,0.26,0.23,0,5.57,0.83,3.74,5.26,3.22,1.68,1.15,10.98,11.25,0.25,0.14,0.2,1.18,0.05,0.38,76.52,2.51,2.75,4.06,293.03,4.2,2.28,0.66,0.03,0.11,0.15,0.06,9.49,5.43,0.75,7.6,0,0.32,21.32,0.02,1.17,0.25
"Tom Cutler","Essendon",41,"Defender",12.32,6.56,18.88,73.22,0.54,0.68,0,1.63,2.71,3.22,1.07,2.29,0.49,0.68,4.78,13.46,0.02,0.15,0.63,1.27,0.54,0.41,83.07,0.2,0.88,4.17,375.41,3.85,3.22,0.27,0.05,0.32,0.32,0.1,5.24,8.29,0.54,3.76,0,0.29,10.66,0.02,0.61,0.88
"Joe Daniher","Essendon",38,"Forward",10.16,4,14.16,61.84,2.18,1.55,2.76,1.29,0.34,3.34,0.84,3.68,1.5,1.95,6.21,7.76,0.24,1.82,2.37,1.55,0.34,0.5,91.58,0.26,0.61,6.53,286.03,3.71,0.95,0.42,0.08,0.26,3.79,1.21,2.45,5.58,0.95,2.45,0.82,0.26,7.45,11.34,0.66,1.16
"Martin Gleeson","Essendon",40,"Defender",9.07,5.55,14.62,80.78,0.02,0.02,0,1.48,2.52,1.38,0.2,2.23,0.48,0.98,4.7,9.68,0,0.62,0,3.67,0.32,0.15,82.65,0,0.2,2.48,215.03,2.67,6,0.02,0.68,2.2,0,0,6.03,7,0,3.35,0,1.7,8.45,0,0.8,3.12
"Matt Guelfi","Essendon",43,"Midfield",7.84,6.09,13.93,69.02,0.19,0.19,0,2.63,1.81,1.79,0.91,2.28,0.65,0.6,5.44,8.4,0,0.4,0.23,2.35,0.05,0.19,75.02,0.07,0.84,2.63,214.93,3.21,3.58,0.35,0.16,0.49,0.23,0.12,6.58,4.6,0.6,4.07,0,0.79,12.53,0,0.74,1.49
"Michael Hurley","Essendon",74,"Defender",14.51,6.55,21.07,79.81,0.04,0.01,0,0.69,6.01,0.84,0.26,2.41,0.66,0.62,5.16,13.76,0.19,0.81,0.01,4.62,0.12,0.05,91.38,0.01,0.24,2.8,366.36,4.07,7.03,0.01,1.08,3.41,0.09,0.04,3.85,10.97,0,3.47,0,2.28,4.62,0,1.2,4.05
"Kyle Langford","Essendon",56,"Midfield",9.34,8.02,17.36,69.2,0.7,0.43,0.02,3.27,0.8,2.7,1.95,2.3,0.66,0.8,6.73,10.52,0.02,0.45,0.88,1.05,0.27,0.3,78.68,0.59,1.38,4.18,243.88,3.55,2.39,0.46,0.05,0.16,0.75,0.27,6.43,5.43,1,5.18,0,0.36,14.18,0.32,0.88,0.39
"Jayden Laverde","Essendon",28,"Forward",6.29,4.68,10.96,69.82,0.82,0.96,0,2.43,0.14,2.07,0.39,1.75,0.86,0.68,4.36,7,0,0.64,1.11,1.07,0.04,0.68,77.29,0.07,0.32,4.5,153.71,2.46,0.96,1.25,0,0.04,2.43,0.54,2.79,4.07,1.36,2.61,0,0.04,11.61,0.14,0.46,0.89
"Mason Redman","Essendon",35,"Defender",10,5.43,15.43,75.83,0.03,0.09,0,2.49,2.49,1.26,0.4,2.54,0.69,0.94,4.63,10.29,0,0.51,0.03,2.4,0.4,0.11,80.71,0.03,0.37,2.03,265.89,3.57,4.49,0.09,0.63,1.34,0,0,7.46,7.34,0,3.43,0,1.03,9.71,0,0.46,1.86
"Anthony McDonald-Tipungwuti","Essendon",85,"Forward",6.95,4.58,11.53,72.11,1.31,0.6,0,3.99,0.28,2.42,1.31,2.01,1.04,0.98,5.78,6.08,0.13,0.38,0.84,1.18,0.66,0.62,78.84,0.47,0.82,5.01,186.69,1.94,1.41,1.45,0.04,0.05,1.36,0.44,4.92,4.67,1.44,3.94,0,0.09,17.95,0,0.89,0.48
"Zach Merrett","Essendon",83,"Midfield",14.72,13.23,27.95,70.24,0.29,0.33,0,5.22,2.11,4.31,4.27,3.12,1.61,0.55,9.67,18.35,0.49,0.08,0.08,1.37,0.37,0.57,77.76,1.78,2.49,5.76,415.28,5.06,3.49,0.41,0.07,0.18,0.08,0.05,11.9,8.78,0.66,6.45,0,0.27,22.59,0.01,1.36,0.19
"Darcy Parish","Essendon",73,"Midfield",9.66,10.68,20.34,70.63,0.42,0.38,0,3.41,1.05,3.03,3.45,2.33,0.51,0.45,8.58,12.08,0.03,0.04,0.34,0.7,0.12,0.51,76.62,1.23,2.22,4.79,254.53,3.56,2.18,0.74,0.01,0.07,0.26,0.05,7.75,5.58,1.33,6.89,0,0.08,17.64,0,0.95,0.23
"Jordan Ridley","Essendon",26,"Defender",11.73,4.96,16.69,87.88,0,0.08,0,1.35,3.81,0.96,0.35,1.38,0.5,0.5,3.58,11.62,0,0.81,0,3.88,0.23,0.15,87.92,0.04,0.31,2.08,261.38,1.92,4.65,0.04,0.38,1.5,0,0,5.19,9.96,0.04,2.23,0,2.23,6.54,0,0.69,3.73
"Adam Saad","Essendon",83,"Defender",10.05,7.43,17.48,82,0.08,0.13,0,2.58,3.87,2.24,0.52,2.19,0.63,0.7,4.96,11.57,0.05,0.16,0.04,3.45,3.02,0.28,81.87,0.13,0.39,3.17,351.22,3.13,5.13,0.06,0.37,1.31,0,0,8.25,7.7,0.08,3.92,0,0.76,11.83,0,1.1,2.8
"Dylan Shiel","Essendon",85,"Midfield",13.52,12.06,25.58,68.08,0.36,0.59,0,3.89,1.53,4.52,5.35,3.4,1.02,0.67,10.34,14.84,0.41,0.02,0.14,1.21,0.73,0.69,76.6,2.48,2.85,5.69,399.96,4.53,2.54,0.38,0.02,0.11,0.15,0.04,8.88,7.48,1.06,7.19,0,0.14,18.26,0.01,1.41,0.29
"Devon Smith","Essendon",61,"Forward",11.23,8.41,19.64,64.89,0.69,0.64,0,6,1.31,3.18,2.49,2.77,0.92,0.77,7.26,12.33,0.18,0.1,0.49,1.05,0.97,0.43,82.11,0.56,1.93,4.64,310.31,3.75,2.3,1.15,0.1,0.16,0.33,0.07,9.67,6.21,1.25,5.21,0,0.11,23.97,0,0.79,0.48
"James Stewart","Essendon",37,"Forward",6.68,4.38,11.05,66.92,1.3,0.89,0.84,1.65,0.22,2.14,0.38,2.03,0.92,1.19,5.11,6.38,0,1.05,1.35,1.03,0.14,0.51,84.05,0.08,0.3,4.7,181.46,2.05,0.92,0.73,0,0.16,2.95,0.76,2.38,4.19,1.32,3,0.24,0.32,8.92,3.65,0.43,0.81
"Jake Stringer","Essendon",65,"Forward",8.46,3.77,12.23,60.78,1.57,1.28,0.18,2.52,0.48,2.78,1.78,2.57,0.77,1.05,6.49,6.11,0.09,0.72,1.52,1.12,0.09,0.54,78.4,0.86,0.92,5.43,257.45,2.72,1.23,0.68,0.03,0.05,2.14,0.66,4.28,4.25,1.45,4.05,0.05,0.11,14.25,2.29,0.72,0.58
"Jeremy Finlayson","Greater Western Sydney",53,"Forward",9.06,3.06,12.11,71.94,1.26,0.68,1.04,1.64,1.49,2,0.58,2.17,0.6,0.87,4.19,7.49,0,0.79,1.08,2,0.43,0.55,78.26,0.13,0.45,4.81,242.49,2.17,2.02,0.53,0.25,0.62,1.25,0.34,2.77,6.32,0.77,2.49,0.26,0.57,8.34,4.87,0.96,1.43
"Brent Daniels","Greater Western Sydney",49,"Forward",6.65,6.37,13.02,71.27,0.41,0.63,0,2.94,0.18,2.8,0.96,1.71,0.71,0.67,5.22,7.71,0,0.1,0.31,0.82,0.37,0.8,75.84,0.27,0.69,4.86,188.43,2.04,0.92,0.94,0,0,0.67,0.18,5.16,3.94,1.51,3.94,0,0.02,16.71,0,0.61,0.29
"Nick Haynes","Greater Western Sydney",83,"Defender",12.65,4.89,17.54,76.11,0.04,0.06,0,1.54,4.2,1.66,0.33,2.23,0.64,0.51,5.1,12.43,0.12,1.08,0.08,4.28,0.55,0.12,85.53,0.06,0.27,2.46,334.94,3.57,6.65,0,0.39,1.93,0.19,0.08,5.29,9.1,0.02,3.23,0,2.71,6.88,0,0.95,3.88
"Heath Shaw","Greater Western Sydney",88,"Defender",15.18,4.05,19.23,75.98,0.03,0.09,0.01,2.14,5.69,1.27,0.43,3.47,0.48,1.07,4.91,12.26,0,0.43,0.07,3.26,1.74,0.1,90.26,0.07,0.36,2.78,401.49,4.07,6.01,0.05,0.36,1.73,0.06,0.02,5.23,11.06,0.05,3.58,0.01,1.42,6.76,0.01,1.16,2.39
"Tim Taranto","Greater Western Sydney",74,"Midfield",12.69,9.3,21.99,62.47,0.38,0.46,0,5.45,1.69,3.39,3.95,3.47,0.82,0.93,9.32,12.39,0.12,0.27,0.28,1.34,0.05,0.53,80.64,1.28,2.66,5.03,315.84,4.59,2.42,0.88,0.05,0.18,0.42,0.14,9.96,6.24,1.12,6.77,0,0.24,21.66,0.03,1.24,0.49
"Lachie Whitfield","Greater Western Sydney",78,"Midfield",15.22,10.13,25.35,76.42,0.36,0.32,0,2.87,3.27,3.47,2.13,2.79,0.79,0.88,6.41,18.32,0.42,0.13,0.35,1.58,0.54,0.5,86.26,0.38,1.77,5.74,440.68,4.37,3.73,0.41,0.14,0.46,0.12,0.03,7.23,10.68,0.45,4.82,0,0.72,14.58,0.01,1.32,0.85
"Zac Williams","Greater Western Sydney",60,"Defender",14.78,6.98,21.77,74.3,0.23,0.22,0,3.27,3.4,2.55,2.12,2.85,0.63,0.75,7.67,13.57,0.18,0.3,0.12,1.83,0.73,0.35,77.52,0.62,1.47,4.38,401.72,4.13,5.6,0.18,0.32,0.88,0.12,0.05,7.17,10.05,0.42,6.2,0,1.07,12.65,0.02,1.45,1
"Josh Kelly","Greater Western Sydney",72,"Midfield",14.65,12.36,27.01,71.08,0.67,0.78,0,5.46,1.71,4.72,4.33,2.54,1,0.64,10.11,17.15,0.58,0.14,0.4,0.96,0.5,0.67,82.79,1.39,2.99,6.72,421.5,4.57,3.04,0.72,0.08,0.18,0.22,0.06,9.72,8.57,1.01,7.64,0,0.31,20.72,0.01,1.47,0.39
"Harry Perryman","Greater Western Sydney",52,"Forward",9.6,7.17,16.77,71.1,0.29,0.17,0,2.71,1.96,1.85,1,2.23,0.63,0.56,6.06,10.92,0,0.33,0.23,1.67,0.06,0.12,76.48,0.17,0.83,2.83,226.35,2.92,4.19,0.38,0.25,0.81,0.35,0.08,6.35,6.02,0.56,4.69,0,0.83,10.67,0,0.63,1.08
"Sam J. Reid","Greater Western Sydney",63,"Defender",6.67,5.65,12.32,73.29,0.3,0.41,0,2.51,1.1,1.59,0.86,1.87,0.43,0.84,4.98,7.57,0,0.17,0.35,1.73,0.03,0.19,82.49,0.14,0.71,3.41,170.65,2.11,3.35,0.38,0.11,0.62,0.43,0.13,6.37,4.46,0.48,3.81,0,0.46,12.29,0,0.73,0.98
"Jeremy Cameron","Greater Western Sydney",78,"Forward",10.38,4.18,14.56,68.13,2.45,1.54,0.03,1.54,0.26,2.99,0.29,2.72,1.03,1.45,5.46,9.22,0.31,1.1,2.4,1.58,0.05,0.5,87.67,0.06,0.23,7.09,272.68,2.99,1.44,0.62,0.01,0.1,3.37,0.99,1.73,6.58,1.5,3.21,0,0.37,7.96,0.17,0.53,1.26
"Stephen Coniglio","Greater Western Sydney",64,"Midfield",14.83,10.73,25.56,65.38,0.78,0.56,0.02,4.7,1.38,3.41,5.03,3.55,0.88,1.03,9.98,15.53,0.48,0.19,0.53,0.83,0.36,0.58,83.81,1.91,3.16,6.2,328.66,4.14,2.02,0.81,0.05,0.08,0.61,0.19,7.2,8.05,1.19,6.59,0,0.2,16.19,0.06,1.12,0.22
"Shane Mumford","Greater Western Sydney",51,"Ruck",2.35,7.24,9.59,77.31,0.12,0.08,31.88,4.63,0.51,1.47,3.27,3.92,1.82,3.24,6.76,3.71,0.04,0.35,0.18,3.86,0,0.43,84.57,0.94,2.31,3.98,50.04,1.18,1.55,0.53,0.2,0.71,0.63,0.06,7.25,1.43,0.37,3.63,10.14,0.35,15.53,71.84,2.73,2.61
"Lachlan Keeffe","Greater Western Sydney",31,"Defender",5.06,3.74,8.81,74.81,0.23,0.1,2.65,1.13,1.1,0.71,0.19,1.84,0.39,0.77,3.58,5.16,0,0.55,0.19,6.58,0.03,0.03,88.61,0.03,0.16,1.42,109.42,1.81,3.65,0.06,0.42,2.68,0.58,0.19,3.65,3.52,0.35,2.52,0.39,1.1,6.55,7.39,0.45,5.87
"Jacob Hopper","Greater Western Sydney",74,"Midfield",10.34,11.14,21.47,63.96,0.34,0.49,0,4.55,1.19,2.89,4.41,3.3,1.2,1.34,10.66,11.04,0.01,0.11,0.24,0.84,0.05,0.3,75.64,1.57,2.82,4.78,263.97,3.91,2.27,0.41,0.07,0.16,0.15,0.03,8.04,5.16,1.34,7.91,0,0.16,16.82,0,1.11,0.36
"Daniel Lloyd","Greater Western Sydney",51,"Forward",6.49,5.22,11.71,72.02,0.75,0.39,0,2.82,0.57,1.92,1.04,1.9,0.39,0.63,4.59,7.29,0,0.18,0.57,1.06,0,0.35,75.63,0.2,0.84,3.69,181.08,2.41,1.37,0.73,0.04,0.08,0.78,0.2,4.61,4.16,1.29,3.67,0,0.12,13.73,0,0.53,0.55
"Toby Greene","Greater Western Sydney",60,"Forward",12.13,6.83,18.97,59.5,1.75,1.05,0,2.4,0.53,3.85,1.87,3.68,1.28,1.32,8.22,10.55,0.25,1.05,1.72,0.75,0.33,0.78,83.55,0.57,1.27,6.48,331.82,4.42,1.35,0.8,0,0.02,2.42,0.77,4.3,6.47,1.75,5.55,0,0.17,13.52,0.08,0.52,0.47
"Jack Ziebell","North Melbourne",71,"Forward",11.96,6.51,18.46,61.61,1.03,0.82,0,4.34,1.14,3.65,2.66,3.46,1.25,1.14,8.77,10,0.25,0.58,1.07,1.34,0.08,0.51,82.86,1.03,1.63,5.34,321.04,4.51,2.39,0.86,0.06,0.18,1.06,0.35,6.21,6.83,1.62,5.65,0,0.44,15.99,0.03,0.9,0.83
"Aaron Hall","North Melbourne",46,"Midfield",12.41,7.91,20.33,69.37,0.59,0.67,0,3.09,1.78,4.04,1.67,2.74,0.59,0.65,5.7,14.72,0.22,0.22,0.3,0.74,0.57,0.46,77.24,0.41,1.26,4.52,388.48,4.2,2.33,0.46,0.04,0.24,0.3,0.17,7.67,8,0.78,4.3,0,0.3,15.93,0,0.7,0.43
"Todd Goldstein","North Melbourne",80,"Ruck",5.96,9.01,14.97,74.92,0.44,0.3,32.1,2.39,0.85,2.09,3.54,2.29,1.79,1.07,8.05,7.25,0.14,0.76,0.32,3.11,0.02,0.39,88.12,1.35,2.19,5.14,165.4,2.42,2.42,0.24,0.11,0.85,0.65,0.18,5.42,3.8,0.57,4.91,10.07,0.6,12.1,68.04,2.8,2.36
"Luke Davies-Uniacke","North Melbourne",30,"Midfield",7.07,7.5,14.57,75.27,0.23,0.2,0,2.27,0.77,2.6,2.17,2.43,0.6,1.13,6.77,8.57,0,0.1,0.27,0.77,0.43,0.5,69.37,0.73,1.43,3.8,202.07,2.53,1.47,0.23,0.07,0.1,0.3,0.07,7.43,4.77,0.67,5.2,0,0.1,15.3,0,0.83,0.47
"Jy Simpkin","North Melbourne",73,"Midfield",8.04,8.42,16.47,68.29,0.45,0.34,0,3.41,0.86,2.45,2.97,2.75,0.92,1.1,7.86,8.81,0.01,0.18,0.47,0.97,0.18,0.44,75.15,1.08,1.89,4.03,202.04,2.9,1.99,0.63,0.03,0.07,0.25,0.04,7.4,4.66,1,5.64,0,0.23,17.73,0,0.96,0.33
"Jared Polec","North Melbourne",79,"Midfield",14.77,8.05,22.82,68.8,0.49,0.43,0,2.73,2.39,3.92,2.25,3.22,0.58,0.86,7.1,15.68,0.2,0.24,0.29,1.2,0.51,0.51,86.3,0.39,1.87,4.91,426.75,4.23,3.53,0.29,0.18,0.44,0.22,0.08,6.65,9.23,0.57,5.47,0,0.51,14.27,0,1.04,0.7
"Cameron Zurhaar","North Melbourne",44,"Forward",6.64,4.27,10.91,69.34,1.09,0.7,0.14,2.75,0.11,2.68,0.75,2.57,1.02,1.09,4.93,6.34,0.14,0.55,0.95,1.02,0.32,0.57,80.95,0.11,0.61,4.2,210.66,2.75,0.95,0.86,0,0,1.2,0.41,3.02,3.98,1.39,3.16,0.07,0.02,11.84,0.82,0.57,0.52
"Josh Walker","North Melbourne",53,"Defender",7.45,4.75,12.21,72.87,0.26,0.23,1.04,1.38,1.17,0.98,0.3,1.72,0.72,0.6,5.19,7.02,0,1.6,0.43,3.92,0.13,0.13,85.23,0.04,0.26,2.36,150.23,2.06,4.47,0.09,0.57,2.72,1.11,0.32,3.92,5.57,0.36,2.68,0.25,1.7,6.21,2.96,0.77,3.25
"Trent Dumont","North Melbourne",79,"Midfield",11.34,10.08,21.42,69.18,0.24,0.28,0,4.09,1.86,3.25,2.75,2.73,1.08,0.61,7.94,13.65,0.04,0.09,0.28,1.29,0.04,0.51,82.16,1.01,1.73,4.38,310.86,4.09,3.14,0.53,0.06,0.23,0.19,0.09,9.66,6.81,0.73,5.65,0,0.37,19.84,0,1.14,0.57
"Luke McDonald","North Melbourne",74,"Defender",11.19,7.85,19.04,74.01,0.18,0.22,0,2.99,2.96,2.8,0.91,2.72,0.68,0.78,5.31,13.08,0,0.34,0.19,2.22,0.18,0.26,85.08,0.16,0.73,3.28,356.72,3.99,4.3,0.18,0.31,1.14,0.07,0.04,8.97,7.62,0.2,4.07,0,0.97,14.28,0.01,0.84,1.81
"Nick Larkey","North Melbourne",29,"Forward",4.45,3.31,7.76,68.9,1.38,0.41,1.9,1.31,0.14,1.31,0.24,1.38,1.07,0.55,4.14,3.97,0,1.17,1.17,1.72,0,0.28,84.24,0.07,0.17,3.76,115.48,1.69,0.83,0.41,0,0.07,2.93,0.93,2.31,3,0.93,1.79,0.45,0.21,8.62,7.07,0.34,1.41
"Taylor Garner","North Melbourne",29,"Forward",7.79,6.9,14.69,66.76,0.76,0.48,0,3.14,0.45,2.34,0.76,2.45,0.62,0.97,5.97,9.03,0,0.86,1.03,1.48,0.38,0.31,78.97,0.14,0.66,4.21,151.52,2.79,1.66,0.97,0.03,0.17,0.93,0.38,4.14,4.52,1.07,4.1,0,0.34,13,0,0.55,0.83
"Shaun Atley","North Melbourne",82,"Defender",8.49,9.05,17.54,79.23,0.34,0.34,0,2.15,1.57,2.61,0.56,1.71,0.59,0.61,4.79,12.94,0,0.09,0.21,1.06,0.96,0.55,85.29,0.13,0.43,4.33,268.09,2.67,2.91,0.29,0.17,0.51,0.32,0.1,7.22,6.02,0.67,3.95,0,0.17,14.77,0,0.67,0.72
"Jed Anderson","North Melbourne",58,"Midfield",9.29,10.26,19.55,68.21,0.33,0.29,0,5.19,0.79,2.88,3.97,2.97,0.97,0.78,9.84,9.64,0,0.22,0.19,1.48,0.03,0.47,69.93,1.43,2.53,4.74,229.29,2.97,2.1,0.83,0.03,0.07,0.29,0.05,9.03,5.17,1.26,6.88,0,0.14,20.81,0,0.84,0.34
"Robbie Tarrant","North Melbourne",80,"Defender",10.79,5.59,16.38,82.22,0.04,0.02,0,1.85,4.51,1.52,0.15,2.54,0.79,1.11,4.67,10.84,0.05,0.71,0.02,5.34,0.02,0.14,91.5,0.01,0.14,2.5,299.26,2.99,6.08,0,0.74,2.66,0.02,0.01,6.08,8.61,0,3.05,0,1.96,7.75,0.01,1.04,4.78
"Shaun Higgins","North Melbourne",75,"Midfield",12.77,12.39,25.16,72.39,0.61,0.71,0,3.51,1.55,4.87,3.95,3.07,1.11,1.03,8.49,16.64,0.56,0.19,0.35,0.61,0.33,0.73,83.75,1.55,2.41,6.17,432.11,4.57,2.19,0.71,0.07,0.11,0.19,0.08,8.47,7.76,1.01,5.69,0,0.2,17.91,0,1.17,0.28
"Sam Durdin","North Melbourne",22,"Defender",5.86,3.41,9.27,79.68,0.05,0.23,0.18,1.55,1.82,1.05,0.09,1.77,0.5,1.05,3,6.14,0,0.36,0.09,5.32,0.09,0.09,83.55,0.05,0.05,1.59,121.77,1.59,3.55,0.14,0.82,2.64,0.55,0.18,5.32,4.32,0.14,1.95,0.05,1.23,7.64,0.68,0.68,4.59
"Will Schofield","West Coast",40,"Defender",5.08,2.98,8.05,82.65,0.05,0,0.15,1.55,1.62,0.62,0.12,1.52,0.45,1,2.77,5.25,0,0.22,0,6.12,0,0.02,88,0,0.12,1.73,115.62,1.25,3.4,0.02,0.7,3.35,0,0,5.2,3.92,0,1.95,0.02,0.55,6.42,0.38,0.7,5.2
"Darcy MacPherson","Gold Coast",47,"Forward",9.43,5.74,15.17,61.85,0.49,0.3,0,4.66,0.68,2.36,1.4,2.81,0.89,0.98,5.94,9.32,0,0.19,0.51,0.89,0.02,0.47,80.36,0.32,1.09,3.32,193.28,3.7,1.81,1.15,0.02,0.04,0.83,0.17,7.66,4.83,1.19,4.28,0,0.13,20.49,0,0.53,0.38
"Nick Holman","Gold Coast",46,"Forward",5.57,6.96,12.52,70.3,0.5,0.33,0,4.85,0.67,2,1.2,2.15,1.2,1.07,6.76,5.85,0,0.35,0.46,1.13,0.02,0.35,82.41,0.24,0.96,3.04,146,2.26,1.93,1.28,0.09,0.13,1.11,0.28,6.54,3.26,1.22,5.04,0,0.17,19.28,0,0.48,0.67
"Sean Lemmens","Gold Coast",44,"Forward",6.2,4.95,11.16,64.39,0.41,0.48,0,3.23,0.7,1.95,0.75,2.61,0.98,0.95,4.93,6.66,0,0.16,0.36,1.11,0.16,0.27,75,0.41,0.32,3.07,165.61,2.7,1.7,0.77,0.18,0.48,0.77,0.16,4.41,3.32,1,3.57,0,0.14,12.25,0,0.45,0.73
"Callum L. Brown","Collingwood",49,"Forward",6.04,8.1,14.14,70.16,0.39,0.35,0,3.41,0.45,2.18,0.71,1.8,0.86,0.61,5.73,8.98,0,0.06,0.37,0.86,0.43,0.41,76.2,0.2,0.51,3.84,152.59,2.59,1.65,0.82,0.02,0.04,0.53,0.14,6.92,3.35,1.33,4.53,0,0.1,20.9,0,0.63,0.29
"Noah Answerth","Brisbane Lions",28,"Defender",8.11,3.29,11.39,78.64,0.07,0,0,2.57,1.89,1.29,0.64,1.75,0.54,0.46,4.29,7.21,0,0.29,0,2.57,0,0.11,79.46,0.11,0.54,1.79,201.07,2.5,4.29,0.04,0.36,1.21,0,0,8.68,5.96,0,3.43,0,1,12.68,0,0.61,1.75
"Lewis Taylor","Sydney",58,"Forward",9.67,7.19,16.86,71.72,0.81,0.55,0,2.31,1.1,2.55,0.76,1.59,0.79,0.29,4.88,12.28,0.02,0,0.43,0.6,0.33,0.57,80.41,0.16,0.62,4.81,243.95,2.62,1.86,0.64,0.1,0.17,0.38,0.03,4.9,6.48,1.03,3.91,0,0.17,13.12,0,0.57,0.31
"Daniel Howe","Hawthorn",52,"Midfield",8.9,7.44,16.35,75.85,0.23,0.12,0,4.37,1.23,1.67,2.29,2.65,1.25,1.15,6.81,10.17,0,0.29,0.17,2.35,0.04,0.25,80.85,0.92,1.33,3.71,190.02,2.77,3.58,0.48,0.19,0.6,0.15,0.06,8.1,6.21,0.31,4.08,0,0.9,16.37,0.02,1.13,1.31
"Toby McLean","Western Bulldogs",72,"Forward",8.49,11.15,19.64,75,0.61,0.54,0,4.43,0.65,3.07,2.54,2.4,1.31,0.9,7.62,12.36,0.04,0.17,0.56,1.07,0.33,0.49,77.61,0.81,1.75,5.35,217.96,3.06,2.53,0.97,0.06,0.08,0.51,0.14,6.4,5.03,1.15,5.54,0,0.25,16.9,0,1.04,0.4
"Matthew Suckling","Western Bulldogs",59,"Defender",13.58,6.64,20.22,77.36,0.46,0.59,0,1.63,2.9,3.19,0.42,2.1,0.64,0.68,4.32,14,0.03,0.19,0.27,1.56,0.75,0.34,77.12,0.08,0.32,4.88,412.86,3.83,3.47,0.15,0.27,0.83,0.39,0.15,5.05,9.88,0.37,3.39,0,0.68,9.05,0.02,1.03,1.19
