"season","round","date","Home_team","Away_team","home_score","away_score","WinningTeam","margin","BO_Diff","CCL_Diff","CG_Diff","CL_Diff","CM_Diff","CP_Diff","D_Diff","DE_Diff","FA_Diff","FF_Diff","GA_Diff","HB_Diff","I50_Diff","ITC_Diff","K_Diff","M_Diff","MG_Diff","OP_Diff","R50_Diff","SCL_Diff","SI_Diff","TO_Diff","UP_Diff","T5_Diff","Winner"
2018,"Round 1",2018-03-22,"Richmond","Carlton",121,95,"Richmond",26,5,4,-1,-1,1,1,-36,2.09999999999999,-2,2,8,-36,24,13,0,-20,454,-10,-18,-5,56,-13,-33,5,"HOME"
2018,"Round 1",2018-03-23,"Essendon","Adelaide",99,87,"Essendon",12,4,-4,0,-8,5,14,4,-0.799999999999997,-7,7,3,-6,7,4,10,9,213,-8,-4,-4,7,-3,4,3,"HOME"
2018,"Round 1",2018-03-24,"St Kilda","Brisbane",107,82,"St Kilda",25,8,-5,-8,-17,-4,-6,47,6.3,4,-4,6,20,10,9,27,48,775,9,-2,-12,27,-7,68,-5,"HOME"
2018,"Round 1",2018-03-24,"Port Adelaide","Fremantle",110,60,"Port Adelaide",50,4,2,-1,10,-5,14,81,0.799999999999997,-6,6,5,19,13,6,62,17,867,35,-5,8,92,-6,66,1,"HOME"
2018,"Round 1",2018-03-24,"Gold Coast","North Melbourne",55,39,"Gold Coast",16,-3,4,8,19,-1,20,57,6.8,2,-2,2,-21,20,-8,78,38,448,-11,-14,15,7,5,28,10,"HOME"
2018,"Round 1",2018-03-24,"Hawthorn","Collingwood",101,67,"Hawthorn",34,4,-3,11,-7,-4,1,39,1.39999999999999,10,-10,3,19,2,-1,20,16,297,31,4,-4,35,0,33,-9,"HOME"
2018,"Round 1",2018-03-25,"GWS","Western Bulldogs",133,51,"GWS",82,10,2,3,-6,0,20,90,10.9,8,-8,11,40,18,10,50,51,1228,2,-4,-8,68,-10,78,-5,"HOME"
2018,"Round 2",2018-03-29,"Adelaide","Richmond",118,82,"Adelaide",36,1,1,-8,1,4,48,140,5.89999999999999,-14,14,6,62,15,2,78,54,866,-11,-8,0,49,-2,102,-5,"HOME"
2018,"Round 2",2018-03-30,"North Melbourne","St Kilda",95,43,"North Melbourne",52,-13,-2,-10,2,4,31,-8,0.199999999999989,-7,7,6,-38,25,11,30,13,742,-10,-18,4,34,-11,-39,1,"HOME"
2018,"Round 2",2018-03-31,"Fremantle","Essendon",106,90,"Fremantle",16,-7,-6,2,2,4,9,40,6.2,-1,1,2,-9,11,4,49,34,400,12,-10,8,22,-4,36,5,"HOME"
2018,"Round 3",2018-04-07,"Port Adelaide","Brisbane",97,92,"Port Adelaide",5,4,2,7,-8,-6,-6,52,-0.200000000000003,7,-7,1,20,12,3,32,24,187,12,-8,-10,35,-5,58,0,"HOME"
2018,"Round 3",2018-04-07,"Melbourne","North Melbourne",123,86,"Melbourne",37,-13,10,-5,1,-4,35,85,3.8,-2,2,5,30,21,5,55,20,909,-4,-14,-9,66,-5,54,4,"HOME"
2018,"Round 3",2018-04-07,"Sydney","GWS",103,87,"Sydney",16,2,-5,-2,-14,0,-1,2,2.8,-8,8,1,-7,-4,-3,9,7,-49,-4,5,-9,-14,2,-2,-3,"HOME"
2018,"Round 3",2018-04-08,"Richmond","Hawthorn",102,89,"Richmond",13,-8,0,-11,-9,-1,-9,28,-0.5,8,-8,-2,32,4,5,-4,11,555,-2,1,-9,19,-7,35,-1,"HOME"
2018,"Round 3",2018-04-08,"Western Bulldogs","Essendon",104,83,"Western Bulldogs",21,5,-9,-17,3,0,-2,94,4.2,2,-2,0,26,12,10,68,72,267,3,-8,12,47,-10,101,1,"HOME"
2018,"Round 3",2018-04-08,"West Coast","Geelong",95,80,"West Coast",15,3,3,-6,1,-8,-4,-41,1.2,-7,8,-2,-44,5,-3,3,-10,73,-3,-3,-2,-2,3,-35,5,"HOME"
2018,"Round 4",2018-04-14,"GWS","Fremantle",82,51,"GWS",31,3,-7,1,-12,9,33,63,-0.900000000000006,-6,6,4,24,-3,13,39,26,632,3,5,-5,54,-12,28,14,"HOME"
2018,"Round 4",2018-04-14,"Richmond","Brisbane",110,17,"Richmond",93,12,-3,-8,-3,3,12,11,3.69999999999999,-1,1,13,20,14,14,-9,-14,1461,9,0,0,93,-14,2,7,"HOME"
2018,"Round 4",2018-04-14,"North Melbourne","Carlton",116,30,"North Melbourne",86,-1,-6,-9,-1,7,30,87,6,0,0,8,41,14,5,46,19,1726,-7,-2,5,51,-5,52,-1,"HOME"
2018,"Round 4",2018-04-14,"West Coast","Gold Coast",139,59,"West Coast",80,0,1,-22,-1,10,8,72,8.5,-9,9,8,25,11,18,47,38,1096,-4,3,-2,79,-20,61,-2,"HOME"
2018,"Round 4",2018-04-15,"Essendon","Port Adelaide",106,84,"Essendon",22,6,-3,-5,4,-3,2,22,3.39999999999999,6,-6,6,-21,10,-1,43,27,288,-13,-6,7,8,1,25,9,"HOME"
2018,"Round 4",2018-04-15,"Hawthorn","Melbourne",115,48,"Hawthorn",67,3,4,-6,17,1,-14,11,6.60000000000001,-3,3,0,-16,1,-11,27,8,820,-12,7,13,-3,10,12,12,"HOME"
2018,"Round 4",2018-04-15,"Geelong","St Kilda",103,56,"Geelong",47,0,-1,-9,-13,3,-7,-22,5.2,-2,2,7,-25,18,7,3,19,445,3,-13,-12,20,-7,-17,-1,"HOME"
2018,"Round 5",2018-04-21,"Fremantle","Western Bulldogs",108,54,"Fremantle",54,1,2,12,5,-1,6,40,9.5,10,-10,9,31,17,0,9,2,1107,7,-4,3,62,-1,39,1,"HOME"
2018,"Round 5",2018-04-22,"North Melbourne","Hawthorn",98,70,"North Melbourne",28,-1,1,-9,12,10,12,15,-1.2,-7,7,1,-3,-4,4,18,2,563,3,11,11,39,-3,-12,7,"HOME"
2018,"Round 5",2018-04-25,"Collingwood","Essendon",101,52,"Collingwood",49,-7,6,-11,-9,3,24,-6,2,-7,7,1,13,17,13,-19,-37,724,-1,-8,-15,63,-12,-28,-2,"HOME"
2018,"Round 6",2018-04-27,"Western Bulldogs","Carlton",80,59,"Western Bulldogs",21,7,7,-12,0,-1,-8,56,7.8,-3,3,3,58,4,8,-2,12,731,-5,6,-7,9,-8,63,13,"HOME"
2018,"Round 6",2018-04-28,"GWS","Brisbane",77,43,"GWS",34,1,-1,3,7,0,1,67,3.5,3,-3,1,35,3,-2,32,24,568,-11,3,8,35,1,71,0,"HOME"
2018,"Round 6",2018-04-28,"Hawthorn","St Kilda",89,54,"Hawthorn",35,-3,-1,-6,4,-4,-1,58,6.90000000000001,-4,4,6,21,14,-4,37,17,323,5,-13,5,27,4,58,4,"HOME"
2018,"Round 6",2018-04-28,"Adelaide","Gold Coast",110,62,"Adelaide",48,3,-1,-7,-12,10,30,108,4.5,-15,15,1,52,14,15,56,31,936,-6,-6,-11,56,-15,67,-8,"HOME"
2018,"Round 7",2018-05-04,"Geelong","GWS",93,32,"Geelong",61,2,-3,-15,0,10,15,84,9.7,-3,3,7,24,18,6,60,67,1063,-3,-11,3,35,-5,80,2,"HOME"
2018,"Round 7",2018-05-05,"Western Bulldogs","Gold Coast",81,72,"Western Bulldogs",9,11,3,12,21,4,11,35,0.700000000000003,9,-9,2,19,2,-4,16,15,302,21,0,18,13,4,29,-1,"HOME"
2018,"Round 7",2018-05-05,"West Coast","Port Adelaide",102,60,"West Coast",42,4,2,-17,14,5,40,-5,-8.3,-17,17,4,-48,7,6,43,-2,519,-20,0,12,35,-8,-51,10,"HOME"
2018,"Round 7",2018-05-05,"Adelaide","Carlton",125,70,"Adelaide",55,0,-3,-15,-1,-1,22,54,8.7,-8,7,7,58,17,10,-4,-12,1361,-13,-6,2,54,-11,55,11,"HOME"
2018,"Round 7",2018-05-06,"Richmond","Fremantle",110,33,"Richmond",77,11,-6,-4,-22,-4,-20,57,6.40000000000001,5,-5,11,15,22,21,42,33,1775,-3,-1,-16,109,-18,65,2,"HOME"
2018,"Round 8",2018-05-12,"Carlton","Essendon",91,78,"Carlton",13,-6,5,-18,9,-4,-2,-15,3.90000000000001,-10,10,3,-33,-4,-12,18,18,-467,-2,-1,4,-32,10,0,8,"HOME"
2018,"Round 8",2018-05-12,"Port Adelaide","Adelaide",95,90,"Port Adelaide",5,-4,0,-9,7,-7,20,75,-0.900000000000006,-10,10,0,63,-1,5,12,-1,68,23,4,7,33,-5,55,5,"HOME"
2018,"Round 8",2018-05-12,"Western Bulldogs","Brisbane",107,93,"Western Bulldogs",14,5,-2,-8,8,-8,21,103,-2.5,-6,6,1,100,17,7,3,-12,359,-1,-14,10,23,-8,79,7,"HOME"
2018,"Round 8",2018-05-12,"Fremantle","St Kilda",89,59,"Fremantle",30,2,3,1,10,5,19,31,1.09999999999999,7,-7,6,5,11,-1,26,20,296,12,-3,7,33,1,15,-8,"HOME"
2018,"Round 9",2018-05-18,"Adelaide","Western Bulldogs",63,26,"Adelaide",37,-1,3,-12,18,2,20,-68,-0.600000000000001,-7,7,4,-90,-4,-6,22,11,597,-19,11,15,-22,4,-64,4,"HOME"
2018,"Round 9",2018-05-19,"North Melbourne","GWS",112,69,"North Melbourne",43,2,3,-17,15,-1,9,11,0.5,-10,10,6,-13,-1,-1,24,19,355,-25,6,12,-3,1,6,5,"HOME"
2018,"Round 9",2018-05-19,"Essendon","Geelong",84,50,"Essendon",34,8,-5,-11,4,0,11,52,-1.2,-4,4,2,-14,6,11,66,34,447,-22,1,9,20,-11,27,11,"HOME"
2018,"Round 9",2018-05-19,"Sydney","Fremantle",111,52,"Sydney",59,1,-1,-9,-6,5,8,72,1,0,0,4,20,10,10,52,35,1253,6,2,-5,26,-12,49,8,"HOME"
2018,"Round 9",2018-05-20,"Brisbane","Hawthorn",129,73,"Brisbane",56,-2,0,-8,-2,11,-7,-3,6.2,4,-4,8,-18,-1,8,15,21,1018,8,15,-2,34,-10,7,-1,"HOME"
2018,"Round 9",2018-05-20,"West Coast","Richmond",130,83,"West Coast",47,-3,0,-9,-2,3,3,55,5.59999999999999,-11,11,4,-3,-13,0,58,47,516,-3,18,-2,43,0,41,-10,"HOME"
2018,"Round 10",2018-05-25,"Collingwood","Western Bulldogs",90,55,"Collingwood",35,2,-2,-2,6,6,31,95,1.3,2,-3,8,69,7,5,26,-2,846,-13,0,8,33,-5,59,5,"HOME"
2018,"Round 10",2018-05-26,"Richmond","St Kilda",105,77,"Richmond",28,7,-1,-17,0,8,3,-75,-10.4,5,-5,0,-53,15,10,-22,-19,489,6,-10,1,30,-10,-80,9,"HOME"
2018,"Round 10",2018-05-26,"Geelong","Carlton",73,45,"Geelong",28,-2,-1,3,4,5,11,9,-6.30000000000001,2,-2,4,5,-4,-1,4,16,418,-14,9,5,2,0,6,2,"HOME"
2018,"Round 10",2018-05-27,"Melbourne","Adelaide",146,55,"Melbourne",91,-3,10,-5,11,9,46,123,7.5,-9,9,11,79,24,2,44,35,1501,7,-10,1,95,-2,83,8,"HOME"
2018,"Round 11",2018-06-01,"Sydney","Carlton",91,61,"Sydney",30,0,-3,-14,-5,1,-5,43,8.60000000000001,5,-5,1,47,21,8,-4,4,1113,-10,-12,-2,37,-11,45,12,"HOME"
2018,"Round 11",2018-06-02,"Hawthorn","Port Adelaide",64,61,"Hawthorn",3,-3,-7,-21,-13,1,-4,36,7.30000000000001,-8,8,-2,2,21,12,34,47,244,-2,-20,-6,42,-11,52,1,"HOME"
2018,"Round 11",2018-06-02,"West Coast","St Kilda",101,88,"West Coast",13,-6,-6,-20,-7,6,-2,-62,-1.40000000000001,-13,13,0,-84,-4,5,22,27,59,-2,6,-1,-4,-5,-70,0,"HOME"
2018,"Round 11",2018-06-03,"North Melbourne","Brisbane",141,87,"North Melbourne",54,5,5,5,4,-1,-1,42,3.5,10,-10,5,59,5,2,-17,-17,769,-17,0,-1,9,-2,41,2,"HOME"
2018,"Round 11",2018-06-03,"Collingwood","Fremantle",138,77,"Collingwood",61,4,-3,-1,4,0,24,63,0.700000000000003,-6,6,6,26,27,5,37,6,1231,14,-16,7,64,-5,33,11,"HOME"
2018,"Round 12",2018-06-08,"Port Adelaide","Richmond",72,58,"Port Adelaide",14,-4,10,-5,14,9,34,67,1.09999999999999,-2,2,1,28,19,0,39,22,375,10,-14,4,31,1,47,5,"HOME"
2018,"Round 12",2018-06-09,"Geelong","North Melbourne",96,59,"Geelong",37,-5,-5,9,-9,4,6,78,3.60000000000001,14,-14,6,36,0,11,42,60,656,8,12,-4,46,-11,75,2,"HOME"
2018,"Round 12",2018-06-09,"GWS","Gold Coast",134,26,"GWS",108,10,5,4,18,0,51,176,7.19999999999999,-3,3,10,87,28,9,89,31,2015,21,-7,13,106,-9,132,14,"HOME"
2018,"Round 12",2018-06-10,"Fremantle","Adelaide",71,68,"Fremantle",3,-7,2,15,1,3,1,67,2.5,1,-1,0,42,0,-2,25,25,114,10,1,-1,5,0,68,-1,"HOME"
2018,"Round 13",2018-06-14,"Port Adelaide","Western Bulldogs",132,75,"Port Adelaide",57,-3,3,0,17,2,19,81,8.69999999999999,3,-3,9,41,27,-5,40,22,975,18,-15,14,64,4,75,9,"HOME"
2018,"Round 13",2018-06-15,"Sydney","West Coast",72,57,"Sydney",15,-2,-5,-3,-12,4,12,77,3.8,0,0,5,65,-11,4,12,12,876,-5,23,-7,-7,-5,61,9,"HOME"
2018,"Round 13",2018-06-16,"Hawthorn","Adelaide",88,32,"Hawthorn",56,4,4,-3,22,0,22,66,4.09999999999999,-1,1,7,65,26,-3,1,-26,810,21,-13,18,67,3,49,3,"HOME"
2018,"Round 14",2018-06-22,"Port Adelaide","Melbourne",75,65,"Port Adelaide",10,4,-3,-21,-16,1,-19,-21,0.200000000000003,-6,6,2,-36,-29,-4,15,31,-249,32,31,-13,16,4,6,-4,"HOME"
2018,"Round 14",2018-06-23,"Hawthorn","Gold Coast",96,43,"Hawthorn",53,7,-4,-9,-5,5,3,66,4.80000000000001,4,-4,6,26,15,7,40,47,963,4,-9,-1,55,-9,69,3,"HOME"
2018,"Round 14",2018-06-24,"Collingwood","Carlton",79,59,"Collingwood",20,3,-4,-8,4,2,13,51,1.59999999999999,-11,11,3,39,16,10,12,-16,517,3,-12,8,23,-9,34,0,"HOME"
2018,"Round 15",2018-06-28,"Richmond","Sydney",93,67,"Richmond",26,0,3,-5,-8,4,-9,38,3.39999999999999,5,-5,5,-7,18,14,45,43,235,6,-15,-11,58,-15,52,4,"HOME"
2018,"Round 15",2018-06-29,"Western Bulldogs","Geelong",103,101,"Western Bulldogs",2,-2,-6,2,-5,-3,15,-12,-5.2,-3,3,-4,-1,5,1,-11,-13,6,17,-6,1,-41,-1,-26,6,"HOME"
2018,"Round 15",2018-06-30,"Adelaide","West Coast",88,78,"Adelaide",10,0,4,6,10,8,29,30,-2.60000000000001,2,-2,-3,31,32,2,-1,-10,643,-12,-26,6,33,-3,3,-5,"HOME"
2018,"Round 15",2018-06-30,"GWS","Hawthorn",95,84,"GWS",11,-8,3,0,23,9,55,30,-8.7,3,-4,-1,14,9,4,16,-16,799,-19,-4,20,29,-5,-12,12,"HOME"
2018,"Round 15",2018-07-01,"Essendon","North Melbourne",125,108,"Essendon",17,14,-1,15,8,-2,7,41,2.5,10,-10,3,39,6,-1,2,-14,428,-9,-3,9,0,1,40,8,"HOME"
2018,"Round 16",2018-07-06,"Richmond","Adelaide",103,56,"Richmond",47,11,-4,-9,-2,-1,15,55,3.59999999999999,-3,3,4,41,22,14,14,-3,858,11,-15,2,44,-14,36,8,"HOME"
2018,"Round 16",2018-07-07,"Brisbane","Carlton",120,55,"Brisbane",65,-2,-5,1,6,2,21,145,10,-7,7,11,50,-2,2,95,82,1053,9,14,11,70,-1,123,-11,"HOME"
2018,"Round 16",2018-07-07,"Port Adelaide","St Kilda",86,50,"Port Adelaide",36,10,5,-20,2,11,17,49,6.7,-10,10,6,-7,21,9,56,45,890,-3,-10,-3,36,-10,35,15,"HOME"
2018,"Round 16",2018-07-07,"Melbourne","Fremantle",102,48,"Melbourne",54,1,10,-2,14,3,48,103,-2.2,-2,2,3,51,50,12,52,19,1583,18,-36,4,86,-12,63,20,"HOME"
2018,"Round 16",2018-07-08,"North Melbourne","Gold Coast",95,58,"North Melbourne",37,13,2,-17,-2,-4,11,90,2,-10,10,4,57,26,12,33,18,748,-14,-23,-4,55,-11,79,-4,"HOME"
2018,"Round 16",2018-07-08,"West Coast","GWS",86,75,"West Coast",11,2,-2,-3,10,-5,-4,-32,-5.40000000000001,-2,2,2,-62,-3,-9,30,27,-364,8,1,12,-30,10,-25,2,"HOME"
2018,"Round 17",2018-07-12,"Adelaide","Geelong",112,97,"Adelaide",15,2,-15,-26,-27,0,-17,29,1.8,-3,3,4,9,1,18,20,24,363,-8,0,-12,20,-19,46,8,"HOME"
2018,"Round 17",2018-07-13,"St Kilda","Carlton",116,52,"St Kilda",64,3,-2,-10,4,-4,9,63,5,-10,10,4,3,31,14,60,29,1283,0,-15,6,86,-12,45,15,"HOME"
2018,"Round 17",2018-07-14,"Melbourne","Western Bulldogs",119,69,"Melbourne",50,-4,3,15,-9,5,-7,-36,2.3,5,-5,7,-53,-5,10,17,32,639,-1,16,-12,60,-9,-31,-1,"HOME"
2018,"Round 17",2018-07-14,"GWS","Richmond",79,77,"GWS",2,2,-1,-8,12,1,5,0,2.2,-5,5,2,-25,-7,-10,25,11,-164,8,10,13,-9,7,-2,-3,"HOME"
2018,"Round 17",2018-07-15,"Fremantle","Port Adelaide",59,50,"Fremantle",9,-3,0,-22,-5,2,-6,-17,4.90000000000001,-9,9,-1,-30,19,9,13,2,354,-2,-13,-5,19,-9,-11,7,"HOME"
2018,"Round 18",2018-07-21,"Collingwood","North Melbourne",130,64,"Collingwood",66,6,-3,-11,-4,3,-15,29,11.9,-6,6,9,-26,13,0,55,33,832,10,0,-1,37,2,46,-2,"HOME"
2018,"Round 18",2018-07-21,"Essendon","Fremantle",99,70,"Essendon",29,1,4,6,13,10,20,61,1.5,2,-2,4,24,26,7,37,18,784,2,-19,9,75,-9,39,9,"HOME"
2018,"Round 18",2018-07-21,"Geelong","Melbourne",100,98,"Geelong",2,1,-2,3,9,5,1,15,4.3,-3,3,0,12,-14,-13,3,12,-344,15,10,11,-35,14,22,0,"HOME"
2018,"Round 18",2018-07-22,"West Coast","Western Bulldogs",100,46,"West Coast",54,-1,2,-2,4,11,10,63,3.69999999999999,0,0,5,-20,8,9,83,56,688,-16,0,2,58,-9,58,-16,"HOME"
2018,"Round 19",2018-07-27,"Essendon","Sydney",109,66,"Essendon",43,12,6,-6,1,-4,15,52,3.2,-14,14,4,27,33,19,25,-5,1001,22,-26,-5,48,-18,40,17,"HOME"
2018,"Round 19",2018-07-28,"Richmond","Collingwood",105,77,"Richmond",28,-6,1,-13,-10,2,-9,-25,4.3,3,-3,4,-19,10,11,-6,4,359,-2,-5,-11,27,-11,-13,-2,"HOME"
2018,"Round 19",2018-07-28,"Geelong","Brisbane",120,78,"Geelong",42,-10,1,-17,4,-6,12,34,7,-2,2,4,7,4,0,27,16,398,-5,0,3,75,-2,35,-4,"HOME"
2018,"Round 19",2018-07-28,"GWS","St Kilda",86,61,"GWS",25,-8,-1,-1,-4,4,-4,4,4.5,-1,1,3,-25,-12,-1,29,21,191,-2,18,-3,25,2,2,-3,"HOME"
2018,"Round 19",2018-07-29,"North Melbourne","West Coast",81,41,"North Melbourne",40,1,9,11,8,-8,26,89,7.40000000000001,1,-1,5,90,14,3,-1,-5,586,6,-11,-1,50,-2,73,6,"HOME"
2018,"Round 20",2018-08-03,"Richmond","Geelong",85,82,"Richmond",3,5,0,-3,-7,0,-30,-67,-1.89999999999999,8,-8,1,-90,22,17,23,8,354,-23,-23,-7,-26,-18,-53,9,"HOME"
2018,"Round 20",2018-08-04,"Hawthorn","Essendon",107,103,"Hawthorn",4,-3,0,-7,2,-1,29,20,-3.2,-6,6,-1,-9,9,7,29,3,1,-1,-11,2,17,-8,-9,1,"HOME"
2018,"Round 20",2018-08-04,"Adelaide","Port Adelaide",96,93,"Adelaide",3,-5,3,-1,10,3,17,63,1.5,1,-1,-4,40,22,2,23,14,435,-12,-16,7,6,0,40,13,"HOME"
2018,"Round 20",2018-08-04,"Sydney","Collingwood",73,71,"Sydney",2,1,-1,-3,-1,-4,-30,6,0.5,3,-3,1,-6,-2,-4,12,42,-18,-4,4,0,16,4,41,-7,"HOME"
2018,"Round 20",2018-08-05,"Melbourne","Gold Coast",143,47,"Melbourne",96,-3,9,-4,4,6,47,124,8.49999999999999,-4,4,9,24,28,14,100,62,1940,-12,-12,-5,105,-15,83,-1,"HOME"
2018,"Round 20",2018-08-05,"West Coast","Fremantle",142,84,"West Coast",58,7,4,-8,4,-6,29,75,2.2,-11,11,0,5,10,14,70,37,740,4,-4,0,40,-14,60,7,"HOME"
2018,"Round 21",2018-08-10,"Essendon","St Kilda",122,79,"Essendon",43,3,4,-11,7,-4,13,39,4,-13,13,5,-11,14,3,50,24,815,-13,-2,3,20,0,20,2,"HOME"
2018,"Round 21",2018-08-11,"Hawthorn","Geelong",71,60,"Hawthorn",11,8,5,-11,6,-5,-8,28,1.5,0,0,4,-9,6,5,37,23,-204,7,-7,1,-5,-5,30,7,"HOME"
2018,"Round 21",2018-08-11,"Collingwood","Brisbane",104,73,"Collingwood",31,0,3,-10,13,0,27,35,-2.09999999999999,-8,8,-2,32,9,5,3,-28,519,8,-9,10,40,-5,5,7,"HOME"
2018,"Round 21",2018-08-11,"GWS","Adelaide",106,92,"GWS",14,-1,1,1,-2,-2,2,6,0.400000000000006,3,-3,3,-12,-1,4,18,2,756,-5,6,-3,5,-6,0,6,"HOME"
2018,"Round 21",2018-08-12,"Fremantle","Carlton",101,72,"Fremantle",29,-2,0,-6,-6,9,-14,18,5.60000000000001,5,-5,0,3,1,4,15,40,449,-16,5,-6,22,-4,41,-3,"HOME"
2018,"Round 22",2018-08-17,"Richmond","Essendon",81,73,"Richmond",8,1,0,9,-10,1,-12,-10,-0.5,12,-12,3,1,13,7,-11,-8,58,16,-15,-10,31,-8,5,1,"HOME"
2018,"Round 22",2018-08-18,"Collingwood","Port Adelaide",115,64,"Collingwood",51,-1,-1,-5,3,6,31,43,0.900000000000006,-8,8,2,41,25,13,2,-20,1031,-19,-18,4,73,-13,11,4,"HOME"
2018,"Round 22",2018-08-18,"Geelong","Fremantle",158,25,"Geelong",133,0,3,-27,0,-1,5,93,14.7,-6,6,17,38,43,18,55,27,1803,5,-23,-3,91,-18,88,9,"HOME"
2018,"Round 22",2018-08-19,"Adelaide","North Melbourne",86,77,"Adelaide",9,0,2,-5,7,-6,11,92,2.59999999999999,1,-1,1,63,9,5,29,19,336,10,0,5,-27,-7,80,-8,"HOME"
2018,"Round 23",2018-08-25,"Geelong","Gold Coast",142,40,"Geelong",102,-2,-2,-14,-9,15,18,39,12.9,-1,1,14,-4,22,10,43,47,1541,1,-6,-7,86,-10,25,14,"HOME"
2018,"Round 23",2018-08-25,"Richmond","Western Bulldogs",98,95,"Richmond",3,2,-7,14,-5,-11,-1,-49,0,10,-10,2,-16,12,1,-33,-46,-75,7,-12,2,3,0,-48,4,"HOME"
2018,"Round 23",2018-08-26,"Melbourne","GWS",102,57,"Melbourne",45,-5,-4,-4,-1,0,28,48,1.39999999999999,-6,6,7,22,4,5,26,-4,782,-28,5,3,69,-5,15,-3,"HOME"
2018,"Qualifying Final",2018-09-06,"Richmond","Hawthorn",95,64,"Richmond",31,0,3,4,-1,4,-5,-9,5.7,-1,1,3,-33,30,2,24,9,923,1,-22,-4,25,-2,-10,-9,"HOME"
2018,"Elimination Final",2018-09-07,"Melbourne","Geelong",75,46,"Melbourne",29,6,9,-3,10,3,18,44,5.59999999999999,-3,3,0,21,16,2,23,14,602,-9,-5,1,15,-2,25,17,"HOME"
2018,"Qualifying Final",2018-09-08,"West Coast","Collingwood",86,70,"West Coast",16,-2,-4,-10,-1,7,6,-32,-3.10000000000001,0,0,2,-49,0,12,17,13,15,-28,4,3,-4,-12,-29,2,"HOME"
2018,"Semi Final",2018-09-15,"Collingwood","GWS",69,59,"Collingwood",10,-2,0,-4,0,-1,22,89,-1.8,-4,4,0,64,11,4,25,16,209,18,-12,0,55,-3,81,-7,"HOME"
2018,"Preliminary Final",2018-09-22,"West Coast","Melbourne",121,55,"West Coast",66,2,2,-12,8,6,13,25,5.80000000000001,-2,2,9,-41,-1,5,66,45,810,2,9,6,21,-6,8,-4,"HOME"
2018,"Grand Final",2018-09-29,"West Coast","Collingwood",79,74,"West Coast",5,-2,2,-4,-6,8,-3,3,0.5,4,-4,2,-11,15,13,14,25,21,6,-13,-8,-4,-16,14,10,"HOME"
2019,"Round 1",2019-03-23,"Western Bulldogs","Sydney",82,65,"Western Bulldogs",17,5,1,-5,9,-3,26,5,-5.8,0,0,-2,-5,21,3,10,-26,466,-3,-19,8,5,-4,-17,6,"HOME"
2019,"Round 1",2019-03-23,"Brisbane","West Coast",102,58,"Brisbane",44,0,2,2,8,-1,29,88,2.60000000000001,8,-8,6,54,8,2,34,15,847,-28,-1,6,63,-3,60,5,"HOME"
2019,"Round 1",2019-03-24,"St Kilda","Gold Coast",85,84,"St Kilda",1,7,5,18,6,-1,9,33,1.40000000000001,11,-11,1,3,7,0,30,5,4,18,-6,1,11,0,16,-1,"HOME"
2019,"Round 1",2019-03-24,"GWS","Essendon",112,40,"GWS",72,-5,6,-8,-3,4,41,62,4,-11,11,6,19,3,10,43,26,916,9,10,-9,63,-10,35,2,"HOME"
2019,"Round 1",2019-03-24,"Fremantle","North Melbourne",141,59,"Fremantle",82,-2,6,-8,13,10,27,-9,-1.5,4,-4,9,-35,21,11,26,7,1197,-18,-7,7,73,-11,-35,-3,"HOME"
2019,"Round 2",2019-03-30,"Port Adelaide","Carlton",88,72,"Port Adelaide",16,5,6,-6,24,-4,11,94,6.49999999999999,2,-3,1,61,17,-4,33,32,468,6,-13,18,24,1,91,7,"HOME"
2019,"Round 2",2019-03-30,"Geelong","Melbourne",126,46,"Geelong",80,2,-6,-11,-10,1,19,67,1.5,-8,9,9,27,-25,15,40,15,1116,2,39,-4,64,-15,35,-8,"HOME"
2019,"Round 2",2019-03-30,"West Coast","GWS",104,52,"West Coast",52,5,0,1,-8,12,-1,10,1.2,7,-5,5,-18,-15,8,28,37,340,-2,21,-8,31,-8,12,1,"HOME"
2019,"Round 2",2019-03-31,"Gold Coast","Fremantle",61,58,"Gold Coast",3,8,1,5,-4,1,19,58,-1.09999999999999,-4,4,-2,21,21,13,37,26,241,15,-18,-5,23,-14,48,6,"HOME"
2019,"Round 3",2019-04-06,"GWS","Richmond",125,76,"GWS",49,1,5,-2,4,-4,3,59,3.90000000000001,8,-6,6,51,3,4,8,6,834,10,4,-1,19,-2,62,5,"HOME"
2019,"Round 3",2019-04-06,"Brisbane","Port Adelaide",107,90,"Brisbane",17,-1,-11,-6,-4,9,-7,14,4.5,1,-1,1,-6,-9,7,20,32,317,-6,10,7,-7,-6,15,0,"HOME"
2019,"Round 3",2019-04-07,"Hawthorn","North Melbourne",87,71,"Hawthorn",16,2,6,3,0,2,-2,-18,-2.10000000000001,0,0,4,-28,8,4,10,-10,292,-6,-2,-6,-20,-3,-14,11,"HOME"
2019,"Round 3",2019-04-07,"Fremantle","St Kilda",71,66,"Fremantle",5,-1,11,19,6,3,3,51,-1.3,-3,3,3,21,5,-7,30,22,-150,26,0,-5,-5,7,38,2,"HOME"
2019,"Round 4",2019-04-12,"Collingwood","Western Bulldogs",78,64,"Collingwood",14,1,3,10,7,5,14,-2,-4.2,2,-2,1,-2,0,1,0,-15,160,-3,3,4,3,-1,-20,0,"HOME"
