"season","round","date","Home_team","Away_team","home_score","away_score","WinningTeam","margin","BO_Diff","CCL_Diff","CG_Diff","CL_Diff","CM_Diff","CP_Diff","D_Diff","DE_Diff","FA_Diff","FF_Diff","GA_Diff","HB_Diff","I50_Diff","ITC_Diff","K_Diff","M_Diff","MG_Diff","OP_Diff","R50_Diff","SCL_Diff","SI_Diff","TO_Diff","UP_Diff","T5_Diff","Winner"
2019,"Round 4",2019-04-13,"Essendon","Brisbane",112,65,"Essendon",47,7,6,12,2,6,27,30,-0.200000000000003,8,-8,9,13,3,3,17,2,553,5,5,-4,21,-3,9,-1,"HOME"
2019,"Round 4",2019-04-13,"North Melbourne","Adelaide",71,59,"North Melbourne",12,0,7,-4,12,0,17,39,-0.700000000000003,-6,7,-3,13,21,2,26,11,606,3,-19,5,2,-1,20,7,"HOME"
2019,"Round 4",2019-04-13,"West Coast","Fremantle",69,56,"West Coast",13,2,0,12,13,-2,-21,52,8.09999999999999,7,-7,3,3,5,-14,49,54,-302,12,-3,13,-4,14,73,-2,"HOME"
2019,"Round 4",2019-04-14,"Gold Coast","Carlton",59,57,"Gold Coast",2,-2,-1,3,5,-10,-4,-22,-0.900000000000006,-7,7,-2,20,8,-6,-42,-39,-100,-2,-8,6,7,7,-17,4,"HOME"
2019,"Round 4",2019-04-14,"St Kilda","Hawthorn",74,69,"St Kilda",5,5,0,-2,13,-7,-1,15,0.799999999999997,-3,3,1,10,-2,-10,5,-13,116,10,3,13,-13,9,17,-4,"HOME"
2019,"Round 5",2019-04-20,"Richmond","Sydney",89,67,"Richmond",22,10,9,12,-3,-3,6,-76,-1.2,2,-2,1,-24,23,7,-52,-38,32,0,-19,-12,10,-8,-71,20,"HOME"
2019,"Round 5",2019-04-21,"Adelaide","Gold Coast",119,46,"Adelaide",73,0,-8,-12,0,7,18,66,3.8,2,-2,6,38,18,3,28,12,1295,0,-6,8,49,-4,45,-6,"HOME"
2019,"Round 6",2019-04-24,"Richmond","Melbourne",85,42,"Richmond",43,3,-1,-19,-2,-2,-11,37,6.4,-5,5,6,31,29,11,6,1,948,0,-23,-1,53,-11,36,14,"HOME"
2019,"Round 6",2019-04-26,"Port Adelaide","North Melbourne",88,72,"Port Adelaide",16,7,-2,2,7,7,24,5,-2.90000000000001,4,-4,-1,-12,12,9,17,-5,265,5,-8,9,30,-10,-17,4,"HOME"
2019,"Round 6",2019-04-27,"Fremantle","Western Bulldogs",88,69,"Fremantle",19,-9,0,5,-5,10,15,0,-2.60000000000001,1,-1,3,-19,2,2,19,7,193,-10,1,-5,-32,-2,-18,0,"HOME"
2019,"Round 6",2019-04-28,"Hawthorn","Carlton",93,88,"Hawthorn",5,6,5,-18,-14,-5,-8,7,0.599999999999994,-9,9,1,0,9,12,7,20,-170,3,-11,-19,19,-12,14,12,"HOME"
2019,"Round 6",2019-04-28,"Geelong","West Coast",104,46,"Geelong",58,2,6,-17,-3,4,34,146,6.7,-5,5,6,56,22,18,90,70,896,5,-10,-9,84,-17,117,-8,"HOME"
2019,"Round 7",2019-05-03,"Collingwood","Port Adelaide",108,69,"Collingwood",39,4,-3,1,-4,9,25,86,4,1,-1,0,51,13,13,35,35,587,-12,-8,-1,52,-13,73,4,"HOME"
2019,"Round 7",2019-05-04,"Melbourne","Hawthorn",79,74,"Melbourne",5,0,4,-5,-2,-7,31,16,-3.59999999999999,-3,3,0,-9,13,4,25,-1,265,-12,-11,-6,14,-4,-7,-7,"HOME"
2019,"Round 7",2019-05-04,"GWS","St Kilda",114,70,"GWS",44,-7,0,14,5,5,13,62,4.39999999999999,4,-4,6,4,-20,0,58,47,277,15,29,5,43,0,40,-3,"HOME"
2019,"Round 7",2019-05-04,"Brisbane","Sydney",103,81,"Brisbane",22,6,-1,-10,11,5,42,25,-1.40000000000001,-10,10,6,8,36,15,17,-2,738,-21,-31,12,33,-15,2,5,"HOME"
2019,"Round 7",2019-05-04,"Western Bulldogs","Richmond",99,52,"Western Bulldogs",47,-4,3,-9,12,10,11,112,7.8,-6,6,4,47,4,-5,65,62,854,12,6,9,67,5,95,3,"HOME"
2019,"Round 7",2019-05-04,"West Coast","Gold Coast",80,57,"West Coast",23,1,-5,1,10,1,5,29,-1.8,-3,3,2,-9,6,2,38,28,268,8,-2,15,31,-1,32,0,"HOME"
2019,"Round 7",2019-05-05,"Geelong","Essendon",86,54,"Geelong",32,-6,-1,-11,-4,7,6,15,-1,0,0,8,-20,-3,3,35,30,500,-3,8,-3,10,-3,3,3,"HOME"
2019,"Round 7",2019-05-05,"Adelaide","Fremantle",51,34,"Adelaide",17,0,4,0,3,-3,19,44,-1.5,0,0,0,38,0,3,6,-12,485,-29,3,-1,24,-4,13,10,"HOME"
2019,"Round 8",2019-05-10,"Sydney","Essendon",77,72,"Sydney",5,-6,-7,-4,-11,2,7,18,2,0,0,-4,26,-13,6,-8,-26,-33,-3,15,-4,-1,-6,5,-5,"HOME"
2019,"Round 8",2019-05-11,"Western Bulldogs","Brisbane",92,76,"Western Bulldogs",16,2,0,-3,12,3,10,30,-3.4,-1,1,2,22,5,-2,8,-2,502,-1,-1,12,41,2,17,-10,"HOME"
2019,"Round 8",2019-05-12,"Hawthorn","GWS",71,38,"Hawthorn",33,-4,-4,-9,-3,7,-2,56,8.30000000000001,7,-7,5,30,10,11,26,33,510,-18,-7,1,44,-11,58,0,"HOME"
2019,"Round 9",2019-05-17,"West Coast","Melbourne",85,69,"West Coast",16,3,-3,-9,-4,-6,-17,-2,2.59999999999999,1,-1,2,-31,-15,2,29,41,95,-7,17,-1,-26,-3,7,-4,"HOME"
2019,"Round 9",2019-05-18,"Collingwood","St Kilda",112,71,"Collingwood",41,-4,-4,-6,4,4,21,70,1.80000000000001,-9,9,2,31,-5,-1,39,17,397,9,14,8,32,2,28,-17,"HOME"
2019,"Round 9",2019-05-18,"Brisbane","Adelaide",93,92,"Brisbane",1,-1,4,11,2,-2,-4,2,0.799999999999997,12,-12,-5,11,2,14,-9,-25,70,9,-3,-2,9,-15,4,15,"HOME"
2019,"Round 9",2019-05-18,"Geelong","Western Bulldogs",133,89,"Geelong",44,-2,-8,-6,-9,17,19,-39,11.5,-1,2,7,-49,0,10,10,17,702,-7,8,-1,15,-9,-51,-4,"HOME"
2019,"Round 9",2019-05-18,"Essendon","Fremantle",60,53,"Essendon",7,6,0,6,-2,-7,6,44,1.3,-2,2,2,34,-6,1,10,1,247,16,7,-2,21,-1,36,-4,"HOME"
2019,"Round 9",2019-05-19,"Port Adelaide","Gold Coast",89,51,"Port Adelaide",38,0,1,-6,-5,2,17,37,4.2,2,-3,4,23,31,0,14,7,669,44,-24,-6,44,0,45,6,"HOME"
2019,"Round 9",2019-05-19,"Richmond","Hawthorn",95,59,"Richmond",36,14,6,2,10,-7,10,22,-3.10000000000001,5,-5,1,-4,2,-6,26,14,742,14,6,4,13,4,16,0,"HOME"
2019,"Round 9",2019-05-19,"GWS","Carlton",138,45,"GWS",93,-1,12,-5,19,1,30,188,6.7,5,-5,9,81,31,16,107,80,1423,6,-15,7,123,-14,167,4,"HOME"
2019,"Round 10",2019-05-25,"Hawthorn","Port Adelaide",80,49,"Hawthorn",31,5,-1,11,-11,3,-8,-22,1.69999999999999,9,-9,4,-17,3,12,-5,-2,542,8,4,-10,-19,-11,-15,-2,"HOME"
2019,"Round 10",2019-05-25,"Richmond","Essendon",73,50,"Richmond",23,6,-4,-12,-1,-9,-27,31,2.59999999999999,1,-1,0,4,15,1,27,16,283,5,-11,3,-9,0,37,0,"HOME"
2019,"Round 10",2019-05-26,"St Kilda","Carlton",68,55,"St Kilda",13,1,2,-12,-4,2,17,18,-0.799999999999997,-7,8,1,26,5,12,-8,-10,617,0,-5,-6,38,-11,6,-3,"HOME"
2019,"Round 10",2019-05-26,"Fremantle","Brisbane",73,72,"Fremantle",1,9,-8,5,6,1,7,52,-4,-2,2,0,60,2,-2,-8,3,253,15,1,14,42,2,48,-2,"HOME"
2019,"Round 11",2019-05-31,"North Melbourne","Richmond",99,62,"North Melbourne",37,-3,-3,-2,1,4,22,30,6.40000000000001,-1,1,7,23,-2,10,7,-4,523,-8,6,4,18,-11,18,-1,"HOME"
2019,"Round 11",2019-06-01,"GWS","Gold Coast",126,43,"GWS",83,5,2,5,-1,0,18,151,10.8,3,-3,13,61,16,13,90,71,1444,5,-2,-3,112,-13,147,16,"HOME"
2019,"Round 11",2019-06-01,"Geelong","Sydney",85,63,"Geelong",22,-3,6,2,11,-7,18,3,1.8,-7,7,1,12,7,-8,-9,-40,272,-1,-2,5,-25,8,-21,4,"HOME"
2019,"Round 11",2019-06-01,"Brisbane","Hawthorn",85,66,"Brisbane",19,0,-1,-1,-1,2,26,57,-3.8,5,-5,2,26,7,12,31,22,291,12,-4,0,38,-11,37,-3,"HOME"
2019,"Round 11",2019-06-02,"Essendon","Carlton",74,33,"Essendon",41,10,2,-10,10,4,18,107,6.7,-2,2,1,62,0,-1,45,33,930,-4,8,8,21,1,89,3,"HOME"
2019,"Round 11",2019-06-02,"West Coast","Western Bulldogs",133,72,"West Coast",61,0,3,-12,2,10,4,-22,1,1,-1,10,-47,6,4,25,25,563,-12,5,-1,31,-4,-27,-1,"HOME"
2019,"Round 12",2019-06-08,"Carlton","Brisbane",78,63,"Carlton",15,8,2,-14,11,3,23,87,-1.7,-3,3,4,58,17,6,29,23,327,2,-13,9,30,-2,71,-4,"HOME"
2019,"Round 12",2019-06-08,"Adelaide","GWS",82,61,"Adelaide",21,4,3,-13,6,0,20,-13,-4.5,-17,17,-2,-19,13,-5,6,-10,443,8,-9,3,21,5,-34,-3,"HOME"
2019,"Round 12",2019-06-09,"Sydney","West Coast",116,71,"Sydney",45,-1,6,2,-1,4,3,105,9.19999999999999,0,0,8,58,-12,0,47,31,437,-9,21,-7,43,0,93,-5,"HOME"
2019,"Round 12",2019-06-10,"Collingwood","Melbourne",98,57,"Collingwood",41,4,-10,-10,-17,4,-27,-10,13.3,-3,3,5,-13,-2,2,3,10,360,0,6,-7,3,-2,7,-4,"HOME"
2019,"Round 13",2019-06-13,"Adelaide","Richmond",101,68,"Adelaide",33,-4,12,0,24,2,40,69,-3.2,-6,6,3,22,13,-9,47,8,411,-8,-6,12,15,9,29,5,"HOME"
2019,"Round 13",2019-06-14,"Essendon","Hawthorn",96,77,"Essendon",19,7,4,-5,4,-7,12,-12,-3.80000000000001,-4,4,-2,-6,-5,3,-6,-27,372,-7,11,0,-8,-4,-37,6,"HOME"
2019,"Round 13",2019-06-15,"Fremantle","Port Adelaide",100,79,"Fremantle",21,3,2,-15,9,-3,16,30,-1.89999999999999,-17,17,0,6,2,3,24,-7,362,-13,1,7,46,-2,12,1,"HOME"
2019,"Round 14",2019-06-20,"West Coast","Essendon",106,71,"West Coast",35,-1,-1,-1,8,3,-2,1,-2.3,-2,2,1,-7,24,14,8,9,411,15,-19,9,71,-14,16,6,"HOME"
2019,"Round 14",2019-06-21,"Sydney","Hawthorn",82,63,"Sydney",19,-5,3,-9,5,-1,6,43,3.5,1,-1,3,-16,10,1,59,57,467,-23,-4,2,14,-1,33,6,"HOME"
2019,"Round 14",2019-06-22,"Melbourne","Fremantle",85,71,"Melbourne",14,3,-1,-4,8,-3,12,5,-1,-2,2,2,-23,24,2,28,31,520,-4,-23,9,8,-1,13,11,"HOME"
2019,"Round 14",2019-06-22,"Port Adelaide","Geelong",67,56,"Port Adelaide",11,-1,3,11,16,-1,36,50,-0.5,-4,4,2,24,12,3,26,-1,37,-3,-11,13,1,-3,15,2,"HOME"
2019,"Round 15",2019-06-27,"Essendon","GWS",77,71,"Essendon",6,18,0,-21,-7,0,-25,-46,-0.599999999999994,-15,15,-1,-11,7,-4,-35,-31,180,-8,-3,-7,-40,1,-35,9,"HOME"
2019,"Round 15",2019-06-28,"Geelong","Adelaide",96,69,"Geelong",27,-11,-3,14,-5,-1,9,51,4.09999999999999,4,-4,5,18,23,4,33,30,519,28,-19,-2,29,-4,47,10,"HOME"
2019,"Round 15",2019-06-29,"Sydney","Gold Coast",93,51,"Sydney",42,4,-1,-5,-11,-2,9,53,9.7,6,-6,5,66,6,8,-13,-5,734,-11,0,-10,27,-8,50,6,"HOME"
2019,"Round 15",2019-06-30,"Brisbane","Melbourne",107,74,"Brisbane",33,3,14,-19,14,5,27,-25,1.7,-8,8,-1,-42,4,12,17,-18,105,-8,-1,0,12,-12,-38,1,"HOME"
2019,"Round 16",2019-07-05,"Hawthorn","Collingwood",67,63,"Hawthorn",4,-3,0,-9,-15,1,-20,-8,6,9,-9,1,6,22,10,-14,-7,157,6,-22,-15,21,-8,17,2,"HOME"
2019,"Round 16",2019-07-06,"Essendon","Sydney",76,66,"Essendon",10,5,-2,-8,-7,-3,-14,-47,-1.69999999999999,-10,10,-3,-23,-4,5,-24,-32,11,5,5,-5,-5,-5,-33,-5,"HOME"
2019,"Round 16",2019-07-06,"Western Bulldogs","Geelong",71,55,"Western Bulldogs",16,-2,-2,-15,2,-4,11,9,2.8,-15,15,5,3,8,-3,6,-12,627,21,-4,4,6,3,4,-6,"HOME"
2019,"Round 16",2019-07-07,"North Melbourne","St Kilda",112,73,"North Melbourne",39,-1,0,-12,9,2,4,21,9.3,-9,9,1,7,8,-1,14,7,324,-15,-4,9,22,2,9,-5,"HOME"
2019,"Round 17",2019-07-13,"Hawthorn","Fremantle",84,53,"Hawthorn",31,-1,0,-11,-3,0,-3,-9,3.59999999999999,-1,1,3,-19,3,7,10,12,431,1,2,-3,47,-7,-3,1,"HOME"
2019,"Round 17",2019-07-13,"Essendon","North Melbourne",86,81,"Essendon",5,-2,7,1,12,-2,1,47,1.3,-5,5,-3,14,11,-6,33,15,215,-10,-12,5,31,6,38,-1,"HOME"
2019,"Round 17",2019-07-13,"Geelong","St Kilda",84,57,"Geelong",27,2,3,-1,-5,0,17,37,2.8,-12,12,7,34,10,7,3,-6,446,-3,-7,-8,34,-6,18,8,"HOME"
2019,"Round 17",2019-07-14,"Richmond","GWS",94,67,"Richmond",27,13,-2,-4,-8,-3,-25,9,7.8,-2,2,4,12,-1,6,-3,-11,634,13,5,-6,29,-5,29,-4,"HOME"
2019,"Round 17",2019-07-14,"Western Bulldogs","Melbourne",74,66,"Western Bulldogs",8,1,1,-2,-12,6,-13,63,10.8,2,-2,-2,38,4,4,25,34,155,-7,-5,-13,18,-4,79,2,"HOME"
2019,"Round 18",2019-07-20,"Richmond","Port Adelaide",101,63,"Richmond",38,12,-3,6,-13,8,21,28,-0.400000000000006,2,-2,5,34,9,11,-6,-6,780,-10,-2,-10,44,-12,14,2,"HOME"
2019,"Round 18",2019-07-20,"Carlton","Gold Coast",99,75,"Carlton",24,8,-11,-9,-5,4,-8,42,7.10000000000001,3,-4,2,14,-3,5,28,31,287,-7,6,6,20,-4,54,-3,"HOME"
2019,"Round 18",2019-07-20,"GWS","Collingwood",122,75,"GWS",47,-4,0,6,9,0,1,-13,2.5,10,-10,6,-42,-14,4,29,17,377,27,21,9,11,-4,-11,2,"HOME"
2019,"Round 18",2019-07-20,"Brisbane","North Melbourne",87,75,"Brisbane",12,2,2,-7,10,3,29,-9,-7.8,-8,8,-6,-26,24,10,17,-12,491,-9,-21,8,25,-8,-41,3,"HOME"
2019,"Round 18",2019-07-20,"Fremantle","Sydney",52,51,"Fremantle",1,-6,9,-5,24,2,35,-35,-7.60000000000001,-3,2,-2,-50,-2,-7,15,5,-461,25,3,15,-5,6,-54,-8,"HOME"
2019,"Round 18",2019-07-21,"St Kilda","Western Bulldogs",116,89,"St Kilda",27,1,-3,-5,5,-1,5,25,3.8,9,-9,6,-3,-8,9,28,29,130,1,10,8,62,-9,32,2,"HOME"
2019,"Round 19",2019-07-27,"Carlton","Adelaide",87,60,"Carlton",27,-3,9,18,23,4,22,42,3,8,-8,6,3,0,-12,39,26,263,5,4,14,1,12,20,-3,"HOME"
2019,"Round 19",2019-07-27,"West Coast","North Melbourne",121,72,"West Coast",49,9,0,-6,9,5,4,33,3.3,-3,3,8,7,5,-4,26,16,408,3,1,9,18,3,29,-2,"HOME"
2019,"Round 19",2019-07-27,"St Kilda","Melbourne",104,85,"St Kilda",19,7,-2,-6,7,4,9,38,6.5,-4,3,2,8,21,8,30,25,311,-11,-20,9,56,-8,38,5,"HOME"
2019,"Round 19",2019-07-28,"Western Bulldogs","Fremantle",113,66,"Western Bulldogs",47,8,1,-2,3,-3,22,81,1.5,-2,2,7,29,15,10,52,15,970,10,-8,2,34,-9,60,-5,"HOME"
2019,"Round 20",2019-08-02,"North Melbourne","Hawthorn",86,64,"North Melbourne",22,-1,-1,-13,0,3,12,-38,-3.3,-5,5,3,-37,6,11,-1,-16,242,-5,-1,1,12,-11,-47,8,"HOME"
2019,"Round 20",2019-08-03,"GWS","Sydney",83,81,"GWS",2,-2,11,-6,19,-6,9,9,2.3,3,-3,3,-33,12,1,42,27,-45,-1,-10,8,29,-2,9,3,"HOME"
2019,"Round 20",2019-08-03,"Fremantle","Geelong",95,61,"Fremantle",34,-3,0,3,-3,-2,11,40,-3.8,5,-5,-2,28,15,1,12,13,409,13,-10,-3,49,0,35,-1,"HOME"
2019,"Round 20",2019-08-03,"Adelaide","St Kilda",92,70,"Adelaide",22,-4,-7,-3,-11,-1,-1,59,3.59999999999999,-7,7,2,25,-7,6,34,28,188,-17,9,-4,27,-6,57,11,"HOME"
2019,"Round 20",2019-08-04,"Collingwood","Gold Coast",120,51,"Collingwood",69,5,8,-17,15,7,22,80,3,-5,5,8,53,15,-1,27,13,1014,13,-4,7,100,0,54,-4,"HOME"
2019,"Round 20",2019-08-04,"Brisbane","Western Bulldogs",98,80,"Brisbane",18,0,-4,-3,-10,5,12,-74,0.899999999999991,-2,2,-1,-69,-5,14,-5,-1,-187,13,8,-6,-18,-14,-82,-2,"HOME"
2019,"Round 21",2019-08-10,"Port Adelaide","Sydney",103,56,"Port Adelaide",47,-5,11,-22,8,6,6,37,4.39999999999999,-15,15,1,5,31,6,32,16,827,-6,-24,-3,-5,-6,31,20,"HOME"
2019,"Round 21",2019-08-10,"Brisbane","Gold Coast",144,53,"Brisbane",91,0,-1,0,14,3,19,84,15.2,1,-1,6,29,24,9,55,55,1308,4,-8,15,58,-8,79,8,"HOME"
2019,"Round 21",2019-08-10,"Geelong","North Melbourne",69,14,"Geelong",55,-2,3,7,21,-2,25,42,3.59999999999999,4,-4,7,8,27,-3,34,23,888,19,-20,18,52,3,24,2,"HOME"
2019,"Round 21",2019-08-11,"St Kilda","Fremantle",72,69,"St Kilda",3,3,-4,7,-9,5,17,42,0.5,-2,2,1,4,6,0,38,33,365,-24,-6,-5,12,0,18,4,"HOME"
2019,"Round 21",2019-08-11,"Richmond","Carlton",73,45,"Richmond",28,6,9,-2,2,-3,-17,10,11.6,1,-1,9,24,16,-7,-14,3,888,16,-10,-7,39,8,32,4,"HOME"
2019,"Round 21",2019-08-11,"West Coast","Adelaide",90,80,"West Coast",10,12,1,7,-1,4,10,-28,-3.90000000000001,6,-6,1,-23,22,6,-5,0,-73,4,-21,-2,16,-6,-27,14,"HOME"
2019,"Round 22",2019-08-17,"Carlton","St Kilda",78,68,"Carlton",10,3,-3,12,-12,10,4,9,-2.7,8,-8,3,-7,4,11,16,22,342,-6,-3,-9,-3,-10,7,1,"HOME"
2019,"Round 22",2019-08-17,"Brisbane","Geelong",75,74,"Brisbane",1,-4,-5,-4,0,4,9,31,-2.8,6,-6,-1,2,0,2,29,38,-78,10,3,5,9,-1,31,3,"HOME"
2019,"Round 22",2019-08-17,"North Melbourne","Port Adelaide",144,58,"North Melbourne",86,11,12,0,21,4,51,207,7.40000000000001,-5,5,12,142,22,8,65,41,1514,1,-6,9,87,-8,165,3,"HOME"
2019,"Round 22",2019-08-18,"Richmond","West Coast",88,82,"Richmond",6,4,-2,-1,-5,1,22,34,-3.2,-2,2,0,35,18,10,-1,-15,618,-7,-15,-3,15,-11,23,3,"HOME"
2019,"Round 22",2019-08-18,"Hawthorn","Gold Coast",118,48,"Hawthorn",70,1,-9,-15,-15,9,0,2,0.599999999999994,2,-2,8,-3,31,22,5,0,1101,6,-17,-6,41,-22,3,6,"HOME"
2019,"Round 23",2019-08-24,"North Melbourne","Melbourne",88,83,"North Melbourne",5,6,-6,-7,-18,-1,-16,-14,1.90000000000001,-4,4,0,-8,5,11,-6,2,218,11,-2,-12,-24,-9,-8,7,"HOME"
2019,"Round 23",2019-08-25,"Richmond","Brisbane",82,55,"Richmond",27,2,-6,7,-16,-4,-14,-19,2,4,-4,5,8,-3,10,-27,-1,366,39,6,-10,44,-10,-1,-15,"HOME"
2019,"Round 23",2019-08-25,"Port Adelaide","Fremantle",110,67,"Port Adelaide",43,0,-2,-4,-1,5,13,73,6.60000000000001,6,-6,7,41,25,20,32,15,851,3,-19,1,69,-20,70,14,"HOME"
2019,"Round 23",2019-08-24,"Geelong","Carlton",129,61,"Geelong",68,-6,4,5,10,9,39,54,9.6,-1,1,7,32,16,3,22,19,1280,-4,-4,6,46,-3,26,10,"HOME"
2019,"Round 23",2019-08-25,"Western Bulldogs","Adelaide",121,87,"Western Bulldogs",34,3,-6,-11,-5,-8,-14,-3,2.8,-5,5,4,-31,7,9,28,25,587,16,-2,1,7,-10,24,11,"HOME"
2019,"Round 23",2019-08-23,"Collingwood","Essendon",76,65,"Collingwood",11,0,3,4,6,1,12,51,2.39999999999999,-4,4,1,41,18,5,10,23,247,4,-20,3,29,-5,55,-4,"HOME"
2019,"Round 23",2019-08-24,"Sydney","St Kilda",109,64,"Sydney",45,6,4,5,-2,6,0,18,1.09999999999999,2,-1,9,-12,2,2,30,28,770,3,6,-6,8,-1,12,4,"HOME"
2019,"Elimination Final",2019-09-05,"West Coast","Essendon",116,61,"West Coast",55,-16,3,0,-2,8,22,40,1.89999999999999,-1,1,5,-3,26,15,43,33,540,13,-18,-5,57,-13,27,0,"HOME"
2019,"Elimination Final",2019-09-07,"GWS","Western Bulldogs",113,55,"GWS",58,-7,2,6,12,-3,42,76,2.7,6,-6,5,17,39,8,59,15,805,5,-32,10,75,-8,48,4,"HOME"
2019,"Semi Final",2019-09-13,"Geelong","West Coast",88,68,"Geelong",20,-4,3,5,0,3,23,67,4.39999999999999,8,-8,-2,53,15,6,14,6,609,1,-10,-3,24,-7,40,7,"HOME"
2019,"Grand Final",2019-09-28,"Richmond","GWS",114,25,"Richmond",89,14,3,-11,3,7,19,1,3,-7,7,9,-7,19,7,8,6,1201,-13,-5,0,64,-9,-12,0,"HOME"
2020,"Round 1",2020-03-19,"Richmond","Carlton",105,81,"Richmond",24,5,1,-1,-3,3,-17,-25,11.9,6,-6,7,8,-6,-7,-33,-12,232,4,12,-4,25,4,-9,1,"HOME"
2020,"Round 1",2020-03-21,"Essendon","Fremantle",63,57,"Essendon",6,6,5,-10,7,-6,-1,53,3,-6,6,-1,27,5,0,26,19,-102,5,-6,2,-2,1,44,8,"HOME"
2020,"Round 1",2020-03-21,"GWS","Geelong",105,73,"GWS",32,-2,3,-20,3,1,-4,-16,0,-9,9,2,-7,-2,-2,-9,-20,426,0,10,0,-22,2,-21,0,"HOME"
2020,"Round 1",2020-03-22,"North Melbourne","St Kilda",56,54,"North Melbourne",2,-2,3,-4,5,-2,5,-26,2.3,-4,4,3,-14,4,-9,-12,0,-65,-7,-6,2,3,9,-19,-11,"HOME"
2020,"Round 1",2020-03-22,"Hawthorn","Brisbane",90,62,"Hawthorn",28,3,-1,-13,0,2,3,10,5.2,-5,5,6,8,-1,2,2,5,561,6,7,1,27,-2,12,-1,"HOME"
2020,"Round 1",2020-03-22,"West Coast","Melbourne",78,51,"West Coast",27,7,4,-9,3,-2,-25,4,5.09999999999999,2,-2,5,-33,-10,-5,37,39,144,9,16,-1,21,5,21,1,"HOME"
2020,"Round 2",2020-06-12,"Geelong","Hawthorn",108,47,"Geelong",61,0,5,-3,18,-3,31,90,11.9,-7,7,7,35,14,-4,55,29,822,-4,-6,13,48,4,64,1,"HOME"
2020,"Round 2",2020-06-13,"Brisbane","Fremantle",81,69,"Brisbane",12,-3,-3,4,-3,-6,7,14,1.8,7,-7,3,2,-1,2,12,12,54,23,2,0,16,1,15,3,"HOME"
2020,"Round 2",2020-06-13,"Port Adelaide","Adelaide",110,35,"Port Adelaide",75,0,2,-6,8,9,19,104,7.2,-3,3,4,16,27,2,88,66,1421,4,-14,6,74,-3,92,9,"HOME"
2020,"Round 2",2020-06-13,"Gold Coast","West Coast",90,46,"Gold Coast",44,1,-5,11,-1,2,22,50,5.30000000000001,0,0,6,26,3,5,24,12,461,4,6,4,26,-4,37,-3,"HOME"
2020,"Round 2",2020-06-14,"St Kilda","Western Bulldogs",88,49,"St Kilda",39,0,5,-14,3,-1,12,17,4.90000000000001,-6,6,7,-45,1,-2,62,37,628,-11,7,-2,27,2,4,0,"HOME"
2020,"Round 3",2020-06-19,"Western Bulldogs","GWS",57,33,"Western Bulldogs",24,1,0,-13,-1,-6,6,33,0,-10,10,3,36,15,-3,-3,-26,652,1,-11,-1,8,3,26,-2,"HOME"
2020,"Round 3",2020-06-20,"Collingwood","St Kilda",81,37,"Collingwood",44,-3,6,-1,11,3,3,42,3.8,2,-2,5,33,6,5,9,6,264,8,-1,5,30,-4,37,4,"HOME"
2020,"Round 3",2020-06-20,"Brisbane","West Coast",74,44,"Brisbane",30,-1,3,-12,6,-5,15,36,-5.99999999999999,-5,5,0,7,16,6,29,17,523,2,-12,3,46,-6,13,-2,"HOME"
2020,"Round 3",2020-06-21,"Gold Coast","Adelaide",82,29,"Gold Coast",53,2,7,15,13,6,17,68,1.7,10,-10,5,18,28,2,50,31,765,3,-19,6,39,-1,49,10,"HOME"
2020,"Round 4",2020-06-26,"GWS","Collingwood",66,64,"GWS",2,-1,-3,8,5,-4,-11,2,-2.2,9,-9,2,16,-11,-10,-14,-8,14,18,11,8,-12,11,7,-10,"HOME"
2020,"Round 4",2020-06-27,"Port Adelaide","West Coast",89,41,"Port Adelaide",48,-1,-9,-10,-13,4,0,28,10,-5,5,4,4,12,23,24,19,811,-16,-5,-4,40,-22,25,10,"HOME"
2020,"Round 4",2020-06-27,"St Kilda","Richmond",93,67,"St Kilda",26,-1,-2,-6,4,6,0,2,-0.899999999999991,0,0,0,-32,-1,3,34,20,35,-11,5,6,-5,-4,-16,-4,"HOME"
2020,"Round 4",2020-06-27,"Gold Coast","Fremantle",64,51,"Gold Coast",13,2,5,6,15,-4,8,20,-5,6,-6,5,3,19,-9,17,1,203,8,-18,10,9,10,17,6,"HOME"
2020,"Round 4",2020-06-28,"Brisbane","Adelaide",83,46,"Brisbane",37,2,4,-18,9,17,40,53,-4.39999999999999,-3,3,4,16,32,19,37,9,597,8,-25,5,71,-19,20,19,"HOME"
2020,"Round 4",2020-06-28,"Hawthorn","North Melbourne",58,54,"Hawthorn",4,2,-3,1,-15,-1,-29,-65,-4.90000000000001,9,-9,0,-36,13,3,-29,-22,93,30,-14,-12,11,-3,-44,5,"HOME"
2020,"Round 5",2020-07-04,"West Coast","Sydney",77,43,"West Coast",34,2,6,-9,13,3,24,6,-3.10000000000001,-2,2,0,-39,17,6,45,25,185,0,-13,7,26,-5,-7,7,"HOME"
2020,"Round 5",2020-07-04,"Geelong","Gold Coast",89,52,"Geelong",37,0,5,5,5,1,10,71,6.2,11,-11,4,48,22,9,23,16,859,18,-17,0,51,-9,65,6,"HOME"
2020,"Round 5",2020-07-04,"Western Bulldogs","North Melbourne",87,38,"Western Bulldogs",49,2,-1,-5,3,1,1,64,6.2,0,0,8,53,4,4,11,6,759,14,5,4,54,-3,68,-7,"HOME"
